,Title
343,THE FRAILTY INDEX CONSTRUCTED USING FEATURE SELECTION METHODS IS THE BEST MEASURE OF BIOLOGICAL AGE
344,Access to services among migrant origin persons during COVID-19 pandemic: Finnish MigCOVID Survey
345,T104. PSYCHOTIC-LIKE EXPERIENCES AND PROBLEMATIC GAMING BEHAVIOR IN ONLINE GAME FORUMS
346,An informatics research agenda to support patient and family empowerment and engagement in care and recovery during and after hospitalization
347,Bridging the digital divide for vulnerable patient telehealth
348,Evaluation of a Web-Based Wellness Program to Reduce Loneliness Among Older Adults
349,Geographic Variation in Initiation of Evidence-based Psychotherapy Among Veterans With PTSD
350,Depression and post-traumatic stress disorder symptoms during the COVID-19 pandemic in Italy
351,MO614A PRACTICAL SOLUTION TO SCREEN COGNITIVE FRAILTY AMONG HEMODIALYSIS PATIENTS USING A GAME-BASED INTRADIALYTIC EXERCISE WITH WEARABLE SENSORS
352,GENDER DIFFERENCES IN RECEIVING ASSISTANCE WITH DAILY CARE NEEDS AMONG OLDER BLACK AMERICANS LIVING WITH DIABETES
353,Local public health professionals contribution to infodemic management
354,Health and healthcare in the year 2040 – Facts for planning a complex and uncertain future
355,Views on online self-help programmes from people with eating disorders and their carers in UK
356,Scoping review: Development and assessment of evaluation frameworks of mobile health apps for recommendations to consumers
357,"Stereotypes of Older Adults, Older Men, and Male Leaders Predict Expectations, Stance, and Voting Intentions"
358,AcademicMind - The mindfulness app for academics
359,Enhancing Behavioral Health Competencies: Interprofessional Collaboration Between Social Work and Medicine
360,QUALITY IN ASSISTED LIVING: INTERNATIONAL AND CULTURAL FINDINGS AND RECOMMENDATIONS
361,Enhancing Behavioral Health Competencies: Interprofessional Collaboration Between Social Work and Medicine
362,Moving out of the silos: from nursing homes clinical narratives to salient features of care
363,The Technology Crisis in Neuropsychology
364,Safety concerns with consumer-facing mobile health applications and their consequences: a scoping review
365,The burden of the digital environment: a systematic review on organization-directed workplace interventions to mitigate physician burnout
366,Physical Isolation and Mental Health Among Older U.S. Adults in the COVID-19 Coping Study
367,Self-reported Health Care Utilization of Patients with Inflammatory Bowel Disease Correlates Perfectly with Medical Records
368,Mental health burden of COVID-19
369,"Fifth European Congress on eCardiology and eHealth, Moscow 2018: Conclusions and Take Home Messages are discussed by Hugo Saner"
370,Development of ethical governance framework for an mHealth platform for the management of Parkison’s
371,Narrative medicine in the cancer care: implementation and impact
372,Capturing patient information at nursing shift changes: methodological evaluation of speech recognition and information extraction
373,Digital Coaching Strategies to Facilitate Behavioral Change in Type 2 Diabetes: A Systematic Review Get access
374,Development an app for monitoring stress level and early detection of mental disorders in Indonesia
375,Analysing predictors for future high-cost patients using German SHI data to identify starting points for prevention
376,Could the miniaturize techonologies improve patients adherence and assure better quality of life?
377,KEEPING A BALANCED PERSPECTIVE ON THE IMPACT OF NEUROCOGNITIVE DISORDERS ON PROFESSIONAL PERFORMANCE
378,Process modelling of organized screening programs – breast cancer
379,EXPLORING THE POWER OF COMBINATORIAL HEALTH TECHNOLOGIES TO SUPPORT SELF-MANAGEMENT OF COPD AMONG OLDER PEOPLE
380,Accelerating the health literacy agenda in Europe
381,Promoting health literacy in people with intellectual disabilities via explanatory videos: scoping reviews Get access
382,Development of Serum Antibodies to SARS-CoV-2 and Evidence of Immunity in Older Adults Convalescing from COVID-19
383,Good intentions are not enough: how informatics interventions can worsen inequality
384,Health literacy impact on nutrition status and water intake in children
385,British rheumatologists in training session: interactive clinical teaching on systemic sclerosis
386,Development of health management system with recording daily living habits and body compositions
387,"Developing medical record-based, healthcare quality indicators for psychiatric hospitals in China: a modified Delphi-Analytic Hierarchy Process study"
388,"Engaging Isolated and Underserved Older Adults in 4Ms Care: Age-Friendly Care, PA"
389,Mental health burden and self-efficacy among undergraduate students in the health sciences
390,The challenge of monitoring climate changes and its consequences in North Macedonia
391,Spanish adaptation and validation of the User Version of the Mobile Application Rating Scale (uMARS) Get access
392,Leveraging new information technology to monitor medicine use in 71 residential aged care facilities: variation in polypharmacy and antipsychotic use
393,Predicting Engagement While Playing Computer Games in Older Adults With and Without Dementia
394,Discussing data security and telehealth during the COVID-19 pandemic
395,Aging and Financial Capacity: Cognitive Correlates of an Early Indicator of Functional Decline
396,The impact of social media misused and behavior problems among adolescent in Thailand
397,A Practitioner Survey of Department of Veterans Affairs Psychologists who Provide Neuropsychological Assessments
398,How the Field of Infectious Diseases Can Leverage Digital Strategy and Social Media Use During a Pandemic
399,An uncomfortable truth: the long-term impact of Covid-19 on the clinician–patient relationship
400,Implementation and analysis of a telephone support service during COVID-19
401,Recovery and recurrence of mental sickness absence among production and office workers in the industrial sector
402,HIPAA Possumus
403,MO1037WOMEN REPRESENTATION IN CLINICAL PRACTICE GUIDELINES AMONG MAJOR NEPHROLOGY GUIDELINES
404,We should protect NHS staff against mental illness just as we protect them against COVID-19
405,Public engagement in the management of the COVID-19 pandemic: Views & expectations of the publics
406,E-health to support vaccine-preventable diseases control: the European perspective
407,NUTRITIONAL RISK PREDICTS HEALTH SERVICES UTILIZATION AND DEATH OVER 1 YEAR: RESULTS FROM THE UAB STUDY OF AGING II
408,Exploring the barriers and facilitators for the use of digital health technologies for the management of COPD: a qualitative study of clinician perceptions
409,"User-centered design of a scalable, electronic health record-integrated remote symptom monitoring intervention for patients with asthma and providers in primary care"
410,Hospital-induced Delirium among Medical Older Adults: Evaluating the Veracity of Prognostic Models
411,Introduction of a new method for measuring young children’s mental health at child health clinics
412,European Public Health News
413,Social engagement technologies and their use among grandparents and adult grandchildren
414,"Introducing the ENHANCE (Enhancing Neurocognitive Health, Abilities, Networks, & Community Engagement) Center"
415,Conceptualising engagement with digital behaviour change interventions: a systematic review using principles from critical interpretive synthesis
416,Finding the Forgotten: Motivating Military Veterans to Register with a Primary Healthcare Practice
417,"EVALUATION OF KNOWLEDGE MOBILIZATION IN GERONTOLOGY: DIGITAL TOOLS, PAPER TOOLS, OR BOTH?"
418,Integrating patient voices into health information for self-care and patient-clinician partnerships: Veterans Affairs design recommendations for patient-generated data applications
419,UNDERSTANDING RISK AND PROTECTIVE FACTORS FOR ELDER FAMILY FINANCIAL EXPLOITATION: A PREVENTIVE APPROACH
420,Parental stress and depression of children with learning disabilities: preliminary results from Crete
421,BIOnIC: a classification system to effectively incorporate mobile applications in the psychiatric treatment of children and adolescents Get access
422,Driving digital transformation in childhood immunization: the experience of the NHS Digital Child Health Programme
423,Polysubstance use among adolescents in Tunisia
424,What can you find online about Nursing-home? A website analysis on the Metropolitan City of Milan
425,The National Collaborating Centre for Methods and Tools: Supporting evidence-informed decision making
426,Progressive dysexecutive syndrome due to Alzheimer’s disease: a description of 55 cases and comparison to other phenotypes
427,Spatial Analysis of Prostate Cancer in Texas Counties
428,A Digital Intervention to Alleviate Loneliness and Depression Among Older Persons During the COVID-19 Outbreak
429,Online misinformation and vaccine hesitancy
430,Association News
431,"Cohort Profile Update: 2004 Pelotas (Brazil) Birth Cohort Study. Body composition, mental health and genetic assessment at the 6 years follow-up"
432,Health Catch-UP!: digital innovations in UK primary care to strengthen multi-disease screening and catch-up vaccination and to promote general health in at-risk migrants
433,Who Prepares More for End of Life? The Factors Associated With End-of-Life Planning Among Older Adults
434,Implementing an innovative integrated multi-infection screening digital decision support tool (IS-MiHealth) in primary care: lessons from Spain
435,MO1038JOB BURNOUT IN RARE DISEASE RESEARCH PHYSICIANS DURING COVID-19 PANDEMIC
436,Disability pension due to common mental disorders and healthcare use before and after policy changes; a nationwide study
437,ACCURACY AND USABILITY OF A MOBILE ALERT SYSTEM FOR COMMUNITY CITIZENS TO LOCATE PERSONS WITH DEMENTIA WHO GET LOST
438,Where Is the Implementation Science? An Opportunity to Apply Principles During the COVID-19 Pandemic
439,European Public Health News
440,ACCURACY AND USABILITY OF A MOBILE ALERT SYSTEM FOR COMMUNITY CITIZENS TO LOCATE PERSONS WITH DEMENTIA WHO GET LOST
441,Health sciences students’ perception on stigmatization related to COVID-19
442,Ensuring full participation of people with disabilities in an era of telehealth
443,Balancing digital information-sharing and patient privacy when engaging families in the intensive care unit
444,HEALTH ECONOMIC EVALUATION OF CASE MANAGEMENT FOR FRAIL OLDER PEOPLE: EFFECTS OF AN RCT
445,SENSE OF PURPOSE IN LIFE AND REDUCED LIKELIHOOD OF FUTURE DRUG MISUSE
446,S106. MONITORING SOCIAL FUNCTIONING THROUGH A MOBILE-BASED APPLICATION FOR YOUTH AT-RISK OF PSYCHOSIS: 2-MONTH FEASIBILITY STUDY
447,Patient-reported experiences and preferences with intraoral scanners: a systematic review Get access
448,Conversational agents in healthcare: a systematic review
449,Predictors of non-participation in a cardiac telerehabilitation programme: a prospective analysis
450,TOGETHER THROUGH DEMENTIA: MEASURING RELATIONSHIP SATISFACTION FOR VETERANS WITH DEMENTIA AND THEIR SPOUSES
451,Community initiatives against Covid-19 in the United Arab Emirates
452,Health management via telemedicine: Learning from the COVID-19 experience
453,Implementation of latent TB screening targeting high-risk migrants in primary care: engagement is key
454,S132. MEASUREMENT-BASED CARE IN WASHINGTON STATE’S COORDINATED SPECIALTY CARE PROGRAM FOR FIRST EPISODE PSYCHOSIS
455,National audit of continence care: adherence to National Institute for Health and Clinical Excellence (NICE) Guidance in older versus younger adults with faecal incontinence
456,Barriers and facilitators of the uptake of digital health technology in cardiovascular care: a systematic scoping review
457,"Balancing health privacy, health information exchange, and research in the context of the COVID-19 pandemic"
458,CANCER SCREENING AMONG OLDER LATINA AND AFRICAN AMERICAN WOMEN: EFFECTIVENESS OF COMMUNITY-BASED OUTREACH
459,Predictors of UK healthcare worker burnout during the COVID-19 pandemic
460,Supportive interactions with primary care doctors are associated with better mental health among transgender people: results of a nationwide survey in Aotearoa/New Zealand
461,Developing a Computer Application to Prepare Social Workers for Integrated Health Care: Integrated Healthcare (Version 1.0) Get access
462,Burden of Alcohol Disorders on Emergency Department Attendances and Hospital Admissions in England
463,Using Twitter to promote a youth mental health agenda Get access
464,PROMOTING AT-HOME DISEASE MANAGEMENT OF IBD WITH A MULTIDISCIPLINARY DIGITAL THERAPY APP: SHORT-TERM RESULTS
465,Association between hospital community services and county population health in the USA
466,CULTURE-RELATED TASK DIFFICULTIES AND NEGATIVE CONSEQUENCES FOR CAREGIVERS FROM DIVERSE COMMUNITIES
467,The COVID-19 Global Pandemic: Implications for People With Schizophrenia and Related Disorders
468,A Training Program for Professionals to Encourage Independence of Home-Living Older Adults: A Process Evaluation
469,Capturing the social value and return on investment of public health services and interventions
470,COGNITIVE CHANGE AT THE END OF LIFE IN NURSING HOME RESIDENTS: DIFFERENTIAL TRAJECTORIES OF TERMINAL DECLINE
471,Public Health Policies and Global COVID-19 Outbreak
472,"Primary care for refugees and newly arrived migrants in Europe: a qualitative study on health needs, barriers and wishes"
473,Healthcare costs in chronically ill community-living older adults are dependent on mental disorders
474,Costs of implementing a behavioral weight-loss and lifestyle-change program for individuals with serious mental illnesses in community settings Get access
475,Factors influencing use of an e-health website in a community sample of older adults
476,P170 I think the mental aspect is just awful: experiences of young men living with inflammatory arthritis
477,Acceptance Commitment Therapy Intervention for Custodial Grandfamilies
478,Pre-Pandemic Social Isolation: Protection or Vulnerability in the Time of COVID?
479,Development of a decision-making checklist tool to support technology selection in digital health research Get access
480,Music Therapy Ethics “2.0”: Preventing User Error in Technology Get access
481,Acceptance Commitment Therapy Intervention for Custodial Grandfamilies
482,Pre-Pandemic Social Isolation: Protection or Vulnerability in the Time of COVID?
483,Information system in the context of the use of electronic patient record in Burundi
484,Reasons for Refusing Home-based Palliative Care: A Qualitative Study of Patients and Caregivers
485,1.Q. Workshop: Novel digital tools and approaches to improve migrant health in European primary care services
486,The role of complementary medicine health literacy in health communication and decision-making
487,The Effect of Covid-19 on Alcohol Use Disorder and the Role of Universal Alcohol Screening in an Inpatient Setting: A Retrospective Cohort Control Study
488,Developing a virtual geriatric perioperative medicine clinic: a mixed methods healthcare improvement study
489,eHealth and quality in health care: implementation time
490,Exploring the feasibility of text messaging to support substance abuse recovery among youth in treatment
491,Recovery of elderly patients from two or more hours of desflurane or sevoflurane anaesthesia†
492,Five-Year Mortality for Adults Entering Human Immunodeficiency Virus Care Under Universal Early Treatment Compared With the General US Population Get access
493,Using Blueprints to promote interorganizational knowledge transfer in digital health initiatives—a qualitative exploration of a national change program in English hospitals
494,The social engagement framework for addressing the chronic-disease-challenge
495,"The impact of intimate partner violence on forgone healthcare: a population-based, multicentre European study"
496,Person-Centered Care for Family Caregivers: Evaluating an Education Program for the Healthcare Workforce
497,BRIDGING THE DIGITAL DIVIDE: FINDINGS FOR OLDER ADULTS IN AN INTERGENERATIONAL CYBER-SENIORS PROGRAM
498,Evolving factors influencing consumers’ attitudes towards the use of eHealth applications: implications on the future of Neom
499,"Informatics for sex- and gender-related health: understanding the problems, developing new methods, and designing new solutions"
500,Mobile health applications for older adults: a systematic review of interface and persuasive feature design Get access
501,Mental and Physical Health Outcomes in Parents of Children with Burn Injuries as Compared with Matched Controls Get access
502,Coping with more people with more illness. Part 1: the nature of the challenge and the implications for safety and quality
503,Chatbot use cases in the Covid-19 public health response
504,A randomized clinical trial of an eHealth intervention on anxiety in patients undergoing abdominal aortic aneurysm surgery
505,Enhancing trust in AI through industry self-governance
506,"An integrative review exploring black men of African and Caribbean backgrounds, their fears of prostate cancer and their attitudes towards screening"
507,Development and acceptability of an educational video about a smoking cessation quitline for use in adult outpatient mental healthcare Get access
508,Implications of social media use on health information technology engagement: Data from HINTS 4 cycle 3 Get access
509,Qualitative Research With LGBTQ Older Adults and Older Adults Living With HIV/AIDS During COVID-19
510,Lap time variation and executive function in older adults: the Baltimore Longitudinal Study of Aging
511,A fat-promoting plant extract from Artemisia scoparia exerts geroprotective effects on C. elegans health & lifespan
512,A software to prevent delirium in hospitalised older adults: development and feasibility assessment
513,Online interventions to prevent mental health problems implemented in school settings: the perspectives from key stakeholders in Austria and Spain
514,COVID-19 and experiences of moral injury in front-line key workers
515,"Risk of health morbidity for the uninsured: 10-year evidence from a large hospital center in Boston, Massachusetts"
516,Has the Digital Health Divide Widened? Trends of Health-Related Internet Use Among Older Adults From 2003 to 2011
517,The use of mobile applications as a tool supporting health
518,National Institutes of Health social and behavioral research in response to the SARS-CoV2 Pandemic
519,Community-based participatory health research: principles and practice
520,Challenges and strategies for promoting health equity in virtual care: findings and policy directions from a scoping review of reviews Get access
521,333 Associations Between Insomnia and Health Correlates in Nurses Get access
522,Human rights restrictions during COVID-19 pandemic – Healthcare students’ perceptions
523,"A digital health research platform for community engagement, recruitment, and retention of sexual and gender minority adults in a national longitudinal cohort study–—The PRIDE Study"
524,The new social learning: connect better for better health
525,Inequity in Telemedicine Use Among Patients with Cancer in the Deep South During the COVID-19 Pandemic
526,Breadth and Diversity in Biomedical and Health Informatics
527,European Public Health News
528,"Benefits, challenges, and contributors to success for national eHealth systems implementation: a scoping review Get access"
529,Analysing drivers of routine and COVID-19 vaccination in migrants to develop tailored interventions
530,OLDER ADULTS AND LEARNING TECHNOLOGY: INNOVATIONS IN ADULTS’ AND SENIORS’ EDUCATION
531,Cardiovascular rehabilitation in the COVID-19 era: ‘a phoenix arising from the ashes?’
532,Artificial intelligence in healthcare: a critical analysis of the legal and ethical implications Get access
533,Perceived health and quality of life in chronic and end-stage kidney disease
534,Loneliness Interacts With Cognition in Relation to Healthcare and Financial Decision Making Among Community-Dwelling Older Adults
535,"Evaluation and characterization of multimorbidity profiles, resource consumption and healthcare needs in extremely elderly people"
536,PERSONS LIVING WITH COGNITIVE IMPAIRMENT SHARE THEIR VIEWS ON TECHNOLOGY
537,78 The associations between objective measures of sleep averages and variability with report card grades in adolescents Get access
538,Lessons learned from service design of a trial of a digital mental health service: Informing implementation in primary care clinics Get access
539,The COVID-19 pandemic and its impact on mental health services: the provider perspective
540,Envisioning health equity for American Indian/Alaska Natives: a unique HIT opportunity
541,COVID-19 pandemic and the consequential effect on patients with endometriosis
542,Cost-Effectiveness of a Multidisciplinary Lifestyle-Enhancing Treatment for Inpatients With Severe Mental Illness: The MULTI Study V
543,"From “new social risks” to “COVID social risks”: the challenges for inclusive society in South Korea, Hong Kong, and Taiwan Amid the pandemic"
544,eLiteracy on covid among portuguese women: web-based survey study
545,Risk scorecard to minimize impact of COVID-19 when reopening
546,Building health literacy system capacity: a framework for health literate systems
547,A scoping review of the use of e-learning and e-consultation for healthcare workers in low- and middle-income countries and their potential complementarity Get access
548,Can digital communication technology reduce health system personnel time? An evaluation of personnel requirements and costs in a randomized controlled trial Get access
549,LINKAGES BETWEEN INDIGENOUS CULTURAL GENERATIVITY AND SOBRIETY TO PROMOTE ALASKA NATIVE SUCCESSFUL AGING
550,76 Exploring the role of pediatric medical camps in supporting adolescents with chronic illness in their readiness for adulthood Get access
551,77 Sleep Behaviours and Disturbances Characterizing Adolescents with ADHD Symptoms Get access
552,"Functional Correlates of Self-Reported Energy in the Health, Aging, and Body Composition Study"
553,Establishing a multidisciplinary initiative for interoperable electronic health record innovations at an academic medical center
554,International travellers from New Jersey: piloting a travel health module in the 2011 Behavioral Risk Factor Surveillance System survey
555,Disaster response and COVID-19: was safety and health a priority among medical doctors in Serbia?
556,Crohn’s and Colitis Canada’s 2021 Impact of COVID-19 and Inflammatory Bowel Disease in Canada: Health Care Delivery During the Pandemic and the Future Model of Inflammatory Bowel Disease Care
557,P114 A service evaluation of the Myositis clinic at London North West University Healthcare Trust
558,Transformation Within the NHS and Diversity Get access
559,"Outcomes after kidney transplantation, let’s focus on the patients’ perspectives"
560,"Frailty in cardiology: definition, assessment and clinical implications for general cardiology. A consensus document of the Council for Cardiology Practice (CCP), Association for Acute Cardio Vascular Care (ACVC), Association of Cardiovascular Nursing and Allied Professions (ACNAP), European Association of Preventive Cardiology (EAPC), European Heart Rhythm Association (EHRA), Council on Valvular Heart Diseases (VHD), Council on Hypertension (CHT), Council of Cardio-Oncology (CCO), Working Group (WG) Aorta and Peripheral Vascular Diseases, WG e-Cardiology, WG Thrombosis, of the European Society of Cardiology, European Primary Care Cardiology Society (EPCCS)"
561,"The development, implementation and evaluation of a transitional care programme to improve outcomes of frail older patients after hospitalisation"
562,"Barriers, facilitators, and interventions for medication adherence across chronic conditions with the highest non-adherence rates: a scoping review with recommendations for intervention development"
563,European Public Health News
564,A Community Resource Referral Intervention for Informal Caregivers of People With Dementia
565,"Clinical Documentation in Music Therapy: Standards, Guidelines, and Laws Get access"
566,0366 Changes in Use Of Sleep Aids Following Digital Cognitive Behavioral Therapy for Insomnia
567,Applicability of acceptance and commitment therapy-based mobile app in depression nursing Get access
568,"Influence of premature birth on the health conditions, receipt of special education and sport participation of children aged 6–17 years in the USA"
569,Improving medical adherence in cardiovascular disease management with mHealth technologies
570,Reflections on EHRA 2021
571,"Drinking water quality surveillance for the state health care clinics in the city of Manaus, Brazil"
572,Predictors of cognitive dysfunction after cardiac surgery: a systematic review
573,2021 ABM Annual Meeting Abstracts Supplement
574,Killing Brain Cells and Skin Cells Simultaneously with Inhalant Abuse: Pearls from the National Burn Repository Get access
575,"COVID-19, Telehealth, and Pediatric Integrated Primary Care: Disparities in Service Use"
576,Exploring Use of Digital Home Assistants for Older Adults: A Demonstration Project
577,Opportunities and current challenges for the use of polygenic risk scores in risk prediction and prevention
578,"Impact of Clinical Reminder Redesign on Learnability, Efficiency, Usability, and Workload for Ambulatory Clinic Nurses"
579,"Temporally Inexpensive, Affectively Expensive: Digitally-Mediated Maternal Interpersonal Ties in the Perinatal Months Get access"
580,"Temporally Inexpensive, Affectively Expensive: Digitally-Mediated Maternal Interpersonal Ties in the Perinatal Months Get access"
581,Exploring Use of Digital Home Assistants for Older Adults: A Demonstration Project
582,Opportunities and current challenges for the use of polygenic risk scores in risk prediction and prevention
583,Health literacy interventions in the hospital setting: an overview Get access
584,"The Influence of Depression on Health Care Expenditures Among Adults with Spondylosis, Intervertebral Disc Disorders, and Other Back Problems in the United States"
585,INTERVENTION DEVELOPMENT: PARTICIPANT EXPERIENCES WITH NOVEL TECHNOLOGICAL DEPRESSION TREATMENTS
586,European Public Health news
587,Effectiveness of a school-based intervention for adolescents and teachers to promote mental health among refugee and migrant adolescents
588,8.K. Round table: Themes for Integrated Study of Care Changes to Support Older People with Multiple Chronic Conditions
589,A systematic literature review of machine learning in online personal health data
590,The Association Between Older Adult Technology Use and Mental Health During the COVID-19 Pandemic
591,Self-perception of oral health in the elderly associated with health literacy and related factors
592,Socioeconomic and Comorbid Factors Associated With Frostbite Injury in the United States Get access
593,Impact of computational approaches in the fight against COVID-19: an AI guided review of 17 000 studies
594,Role of Computerized Screening in Healthcare Teams: Why Computerized Testing is Not the Death of Neuropsychology
595,5.L. Workshop: Public mental health promotion: a global perspective drawing on local narratives
596,Management of Conventional Mass Casualty Incidents: Ten Commandments for Hospital Planning Get access
597,PROVIDER KNOWLEDGE REGARDING ASSISTIVE TECHNOLOGIES THAT SUPPORT OLDER ADULTS’ INDEPENDENCE
598,Evidence is lacking that Interventions To Improve Sleep Hygiene Directly Reduce Delirium in Older Hospitalized Patients
599,Use of social media in public and private hospitals in Italy: preliminary results
600,PROVIDER KNOWLEDGE REGARDING ASSISTIVE TECHNOLOGIES THAT SUPPORT OLDER ADULTS’ INDEPENDENCE
601,CLINICAL AND HEALTHCARE OUTCOMES OF ASSISTED LIVING RESIDENTS: A CANADIAN PERSPECTIVE
602,Veteran Internet Use and Engagement With Health Information Online
603,Anxiety-depressive disorders and quality of life in patients with atrial fibrillation
604,"F35. GENE EXPRESSION SUGGEST ALTERED GLUTAMATERGIC, DOPAMINERGIC AND ESTROGEN CLASSICAL PATHWAYS IN WORKING MEMORY DEFICIT IN SCHIZOPHRENIA"
605,Nordic responses to covid-19 from a health promotion perspective
606,On the Road to Convergence Research
607,Will ‘the feeling of abandonment’ remain? Persisting impacts of the COVID-19 pandemic on rheumatology patients and clinicians
608,BARRIERS TO ORAL HEALTH IN THE OLDER POPULATION
609,"The wicked interplay of hate rhetoric, politics and the internet: what can health promotion do to counter right-wing extremism?"
610,A mixed-methods study of the causes and impact of poor teamwork between junior doctors and nurses
611,Patient safety and quality improvement: Ethical principles for a regulatory approach to bias in healthcare machine learning
612,Risk Factors for In-hospital Mortality from Coronavirus Disease 2019 Infection Among Black Patients—An Urban Center Experience
613,Umbrella review of strategies to improve uptake of screening programmes
614,Digital Interventions for People With Co-Occurring Depression and Problematic Alcohol Use: A Systematic Review and Meta-Analysis
615,Prenatal telemedicine during COVID-19: patterns of use and barriers to access
616,The Invisible Frontier: Practitioner Perspectives on the Privacy Implications of Utilising Social Media in Mental Health Social Work Practice
617,Electrocardiogram Characteristics and Their Association With Psychotropic Drugs Among Patients With Schizophrenia
618,Monitoring purchaser expenditure patterns Get access
619,Engagement with a digital therapeutic for smoking cessation designed for persons with psychiatric illness fully mediates smoking outcomes in a pilot randomized controlled trial Get access
620,Engagement with a digital therapeutic for smoking cessation designed for persons with psychiatric illness fully mediates smoking outcomes in a pilot randomized controlled trial Get access
621,Robots as intelligent assistants to face COVID-19 pandemic
622,Psychiatric Comorbidity and Mortality Among Veterans Hospitalized for Congestive Heart Failure
623,Benefits and challenges of Big Data in healthcare: an overview of the European initiatives
624,SUBSTANCE USE AMONG OLDER AND YOUNGER ADULTS EXPERIENCING CHRONIC HOMELESSNESS
625,Cracks in the ice: a digital health initiative disseminating evidence-based information about ‘ice’
626,P113 The prevalence of depression and anxiety at first presentation to rheumatology outpatients
627,"Diet, physical activity, and sleep in relation to furlough during the COVID-19 pandemic in the UK: evidence from eight longitudinal studies"
628,Technology in geriatrics
629,European Public Health News
630,TRAUMATIC LIFE EVENTS AND CHINESE AMERICAN ELDERS’ TRUST IN PHYSICIANS
631,COGNITIVE CHANGES AMONG OLDER ADULTS: WHAT KINDS OF SOCIAL ENGAGEMENT ACTIVITIES MATTER?
632,GENE-ENVIRONMENT INTERPLAY BETWEEN SMOKING BEHAVIOR AND COGNITION AMONG OLDER ADULTS
633,Leveraging conversational technology to answer common COVID-19 questions
634,Using a mobile application to detect health needs among children and adolescents who are newly arrived migrants in Europe
635,Mental Health and Resilience Among the 85+ Lifestyle Leaders Throughout the COVID-19 Pandemic
636,Mood Lifters: A Peer-Led Mental Health Program for Older Adults via Video Conferencing
637,Connecting Older Adults With Mental Health Apps: A Survey of Provider App and Education Material Use
638,Using patient-reported outcome measurement to improve patient care
639,Reducing the Duration of Untreated Psychosis (DUP) in a US Community: A Quasi-Experimental Trial
640,Connecting Older Adults With Mental Health Apps: A Survey of Provider App and Education Material Use
641,NATIONAL ELDER MISTREATMENT STUDY WAVE II: MENTAL HEALTH CORRELATES OF FINANCIAL MISTREATMENT
642,Feasibility of using text messaging for unhealthy behaviors screening in a clinical setting: a case study on adolescent hazardous alcohol use
643,“We Are Anxious Every Day”: COVID-19 Impacts on Youth with Spina Bifida
644,Evaluation of Posttraumatic Stress Disorder and Acute Stress Disorder VA/DoD Clinical Practice Guidelines Training
645,Technology and Caregiving: Emerging Interventions and Directions for Research
646,The Patient’s Perspective: Burn Reconstructive Surgery During the COVID-19 Pandemic
647,Dementia in veterans and non-veterans in England: a cross-sectional survey
648,Predicting healthcare-seeking behavior based on stated readiness to act: development and validation of a prediction model Get access
649,Patient portals and broadband internet inequality
650,Barriers and Facilitators to Deaf Trauma Survivors’ Help-Seeking Behavior: Lessons for Behavioral Clinical Trials Research
651,The Jessa Hospital experience for cardiac rehabilitation
652,"How the COVID-19 Pandemic Can and Must Expand Social Worker e-Interventions for Mental Health, Family Wellness, and Beyond Get access"
653,The practicality of telemedicine and telehealth during the COVID-19 global outbreak
654,PREDICTORS OF NEUROCOGNITIVE PERFORMANCE AMONG AFRICAN AMERICANS ENROLLED IN THE HANDLS STUDY
655,Personal health information management among healthy older adults: Varying needs and approaches
656,Design epistemology as innovation in public health research
657,Chronic pain and migration-related factors among Syrian refugees: a cross-sectional study
658,Ethical Considerations in Music Therapy Private Practice: A Review of the Literature Get access
659,"Barriers and facilitators to virtual care in a geriatric medicine clinic: a semi-structured interview study of patient, caregiver and healthcare provider perspectives"
660,The Effect of Improved Glycemic Control on Cognitive Functions in the Elderly Patient With Diabetes Get access
661,Design epistemology as innovation in public health research
662,Image of psychiatry and psychic illness during the COVID-19 pandemic: social media monitoring
663,How behavioral science can advance digital health Get access
664,Precision Health: The Role of the Social and Behavioral Sciences in Advancing the Vision
665,Self-monitoring diabetes with multiple mobile health devices
666,The Canadian Society for Epidemiology and Biostatistics 2013 National Student Conference
667,Disentangling health data networks: a critical analysis of Articles 9(2) and 89 GDPR Get access
668,OSTEOSARCOPENIC OBESITY: FREQUENCY AND ITS RELATION WITH FRAILTY AND PHYSICAL PERFORMANCE
669,667 Effects of Sleep-Extend on glucose metabolism in women with a history of gestational diabetes: A pilot study Get access
670,Impact of a CE-marked medical software sensor on SARS-CoV-2 disease pandemic progression estimation
671,Editor’s presentation: Staying healthy and fighting cardiovascular disease at the time of COVID
672,"Prospect patents, data markets, and the commons in data-driven medicine: Openness and the political economy of intellectual property rights Get access"
673,Take Action or Worry? Older Adults’ Anticipated Responses to Concerning Cognitive Assessment Results
674,Cumulative Effect of Loneliness and Social Isolation on Health Outcomes among Older Adults
675,How to use digital devices to detect and manage arrhythmias: an EHRA practical guide
676,"Supporting relationships, providing presence: Arts-informed approaches to LTC staff dementia care literacy"
677,"Christopher Johnston QC, Medical Treatment: Decisions and the Law Get access"
678,Long-term cognitive impairments in kidney transplant recipients: impact on participation and quality of life
679,Should parents see their teen’s medical record? Asking about the effect on adolescent–doctor communication changes attitudes
680,Guest editors' introduction to the special section on information technology and evidence implementation Get access
681,27.3 A MOBILE PERSONAL HEALTH RECORD FOR BEHAVIORAL HEALTH HOMES: PRELIMINARY RESULTS FROM A RANDOMIZED TRIAL
